,ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,CODE_GENDER_M,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y
18163,5053093,1,180000.0,4,4,1,1,38,0,1,0,8,3,0,1,0,1
18164,5053094,1,180000.0,4,4,1,1,38,0,1,0,8,3,0,1,0,1
18165,5053095,1,180000.0,4,4,1,1,38,0,1,0,8,3,0,1,0,1
18166,5053096,1,180000.0,4,4,1,1,38,0,1,0,8,3,0,1,0,1
18167,5053097,1,180000.0,4,4,1,1,38,0,1,0,8,3,0,1,0,1
18168,5053099,0,144000.0,1,4,1,1,57,0,1,0,18,2,0,0,0,1
18169,5053101,0,144000.0,1,4,1,1,57,0,1,0,18,2,0,0,0,1
18170,5053102,0,130500.0,1,1,1,1,68,0,0,0,18,2,0,1,0,0
18171,5053103,0,130500.0,1,1,1,1,68,0,0,0,18,2,0,1,0,0
18172,5053104,0,130500.0,1,1,1,1,68,0,0,0,18,2,0,1,0,0
18173,5053105,0,130500.0,1,1,1,1,68,0,0,0,18,2,0,1,0,0
18175,5053106,0,315000.0,4,1,1,1,40,0,0,0,4,2,0,1,1,1
18176,5053107,0,315000.0,4,1,1,1,40,0,0,0,4,2,0,1,1,1
18177,5053108,0,90000.0,1,4,1,1,63,0,1,0,18,2,0,0,0,1
18178,5053109,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18179,5053110,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18180,5053111,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18181,5053112,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18182,5053113,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18183,5053114,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18184,5053115,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18185,5053116,0,99000.0,1,4,1,1,65,0,0,0,18,2,0,0,0,1
18186,5053117,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18187,5053118,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18188,5053119,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18189,5053120,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18190,5053121,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18191,5053122,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18192,5053123,1,270000.0,0,4,0,1,37,0,0,0,18,3,0,1,1,0
18193,5053124,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18194,5053125,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18195,5053128,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18196,5053134,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18197,5053135,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18198,5053136,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18199,5053138,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18200,5053139,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18201,5053140,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18202,5053141,1,234000.0,4,4,1,1,32,0,0,0,6,3,0,1,1,1
18203,5053142,1,126000.0,4,4,0,1,34,0,1,0,18,3,0,1,0,1
18204,5053143,1,126000.0,4,4,0,1,34,0,1,0,18,3,0,1,0,1
18205,5053144,1,126000.0,4,4,0,1,34,0,1,0,18,3,1,1,0,1
18206,5053145,1,126000.0,4,4,0,1,34,0,1,0,18,3,0,1,0,1
18208,5053146,0,225000.0,0,4,1,1,47,0,0,0,4,2,0,1,1,1
18209,5053147,0,225000.0,0,4,1,1,47,0,0,0,4,2,1,1,1,1
18210,5053149,1,126000.0,4,4,1,1,33,0,0,0,3,3,1,0,0,1
18211,5053150,1,90000.0,4,1,3,1,44,0,0,0,3,2,0,0,0,1
18212,5053151,1,90000.0,4,1,3,1,44,0,0,0,3,2,0,0,0,1
18214,5053152,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18215,5053153,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18216,5053154,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18217,5053155,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18218,5053156,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18219,5053157,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18220,5053158,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18221,5053160,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18222,5053161,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18223,5053162,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18224,5053163,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18225,5053164,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18226,5053165,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18227,5053166,0,157500.0,1,4,4,1,65,0,0,0,18,1,0,0,0,1
18228,5053167,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18229,5053168,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18230,5053170,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18231,5053171,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18232,5053172,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18233,5053173,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18234,5053174,0,157500.0,4,4,1,1,46,0,0,0,3,2,0,0,1,1
18236,5053175,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18237,5053176,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18238,5053177,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18239,5053178,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18240,5053179,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18241,5053180,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18242,5053181,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18243,5053182,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18244,5053183,0,207000.0,1,1,1,1,67,0,0,0,18,2,0,1,1,1
18245,5053184,0,67500.0,4,4,1,1,50,0,0,0,1,2,0,0,0,1
18246,5053185,0,135000.0,4,4,3,5,55,0,0,0,1,1,0,0,0,0
18247,5053186,0,135000.0,4,4,3,5,55,0,0,0,1,1,0,0,0,0
18248,5053187,0,135000.0,4,4,3,5,55,0,0,0,1,1,0,0,0,0
18250,5053188,2,157500.0,4,1,1,1,32,0,0,0,8,4,0,1,0,0
18251,5053189,2,157500.0,4,1,1,1,32,0,0,0,8,4,0,1,0,0
18252,5053190,2,157500.0,4,1,1,1,32,0,0,0,8,4,0,1,0,0
18253,5053191,2,157500.0,4,1,1,1,32,0,0,0,8,4,0,1,0,0
18254,5053192,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18255,5053194,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18256,5053197,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18257,5053198,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18258,5053199,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18259,5053200,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18260,5053201,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18261,5053202,0,315000.0,4,1,1,1,43,1,1,0,0,2,0,0,0,1
18262,5053205,1,112500.0,4,4,3,1,26,0,0,0,6,2,0,0,0,1
18263,5053206,1,112500.0,4,4,3,1,26,0,0,0,6,2,0,0,0,1
18264,5053207,1,112500.0,4,4,3,1,26,0,0,0,6,2,0,0,0,1
18265,5053209,0,112500.0,1,4,1,1,66,0,0,0,18,2,0,0,0,1
18266,5053210,0,112500.0,1,4,1,1,66,0,0,0,18,2,0,0,0,1
18267,5053211,0,112500.0,1,4,1,1,66,0,0,0,18,2,1,0,0,1
18269,5053214,0,112500.0,1,4,1,1,55,0,1,0,18,2,0,0,0,1
18270,5053215,0,112500.0,1,4,1,1,55,0,1,0,18,2,0,0,0,1
18271,5053216,0,157500.0,0,4,1,1,55,0,0,0,14,2,0,0,0,1
18272,5053218,0,157500.0,0,4,1,1,55,0,0,0,14,2,0,0,0,1
18273,5053219,0,157500.0,0,4,1,1,55,0,0,0,14,2,0,0,0,1
18274,5053220,0,157500.0,0,4,1,1,55,0,0,0,14,2,0,0,0,1
18275,5053221,1,157500.0,0,2,0,1,36,1,0,0,10,3,0,0,0,1
18276,5053222,0,112500.0,4,4,1,1,56,1,1,0,8,2,0,0,0,1
18277,5053224,0,112500.0,4,4,1,1,56,1,1,0,8,2,1,0,0,1
18278,5053225,0,90000.0,1,2,0,1,65,0,0,0,18,2,0,0,0,1
18279,5053226,0,135000.0,4,4,1,1,54,0,0,0,8,2,0,1,0,1
18280,5053227,0,135000.0,4,4,1,1,54,0,0,0,8,2,0,1,0,1
18281,5053228,0,135000.0,4,4,1,1,54,0,0,0,8,2,0,1,0,1
18282,5053229,0,135000.0,4,4,1,1,54,0,0,0,8,2,0,1,0,1
18284,5053230,0,121500.0,4,3,1,1,50,0,0,0,18,2,0,0,0,1
18286,5053232,0,121500.0,4,4,1,1,48,1,0,0,10,2,0,1,1,1
18288,5053233,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18289,5053234,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18290,5053235,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18291,5053237,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18292,5053238,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18293,5053239,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18294,5053240,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18295,5053241,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18296,5053242,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18297,5053243,2,270000.0,4,4,0,1,40,1,1,0,4,4,0,1,1,1
18300,5053244,1,270000.0,0,4,1,1,40,0,0,0,8,3,0,1,0,1
18301,5053245,1,270000.0,0,4,1,1,40,0,0,0,8,3,0,1,0,1
18303,5053246,0,184500.0,0,4,0,5,23,0,0,0,18,2,0,1,0,0
18304,5053248,0,126000.0,4,4,1,1,53,1,0,0,16,2,0,1,1,1
18305,5053249,0,126000.0,4,4,1,1,53,1,0,0,16,2,0,1,1,1
18306,5053251,0,180000.0,0,4,1,1,51,1,0,0,10,2,0,0,1,1
18307,5053254,0,180000.0,0,4,1,1,51,1,0,0,10,2,1,0,1,1
18308,5053255,0,180000.0,0,4,1,1,51,1,0,0,10,2,0,0,1,1
18309,5053256,0,180000.0,0,4,1,1,51,1,0,0,10,2,0,0,1,1
18310,5053260,1,135000.0,4,4,1,1,47,0,0,0,4,3,0,1,0,1
18311,5053261,1,135000.0,4,4,1,1,47,0,0,0,4,3,0,1,0,1
18312,5053262,1,135000.0,4,4,1,1,47,0,0,0,4,3,0,1,0,1
18313,5053263,1,135000.0,4,4,1,1,47,0,0,0,4,3,0,1,0,1
18314,5053265,0,67500.0,1,4,1,1,64,0,1,0,18,2,0,0,0,1
18315,5053267,0,67500.0,1,4,1,1,64,0,1,0,18,2,0,0,0,1
18318,5053268,0,157500.0,4,1,3,2,26,1,0,0,8,1,0,1,0,0
18319,5053269,0,157500.0,4,1,3,2,26,1,0,0,8,1,0,1,0,0
18320,5053270,0,157500.0,4,1,3,2,26,1,0,0,8,1,0,1,0,0
18321,5053273,0,94500.0,1,4,1,1,57,0,0,0,18,2,0,1,1,1
18322,5053274,0,94500.0,1,4,1,1,57,0,0,0,18,2,0,1,1,1
18323,5053275,0,94500.0,1,4,1,1,57,0,0,0,18,2,0,1,1,1
18325,5053276,0,90000.0,1,4,1,1,59,0,0,0,18,2,0,0,1,1
18326,5053277,0,90000.0,1,4,1,1,59,0,0,0,18,2,0,0,1,1
18327,5053278,0,202500.0,4,4,1,1,43,0,1,0,4,2,1,1,1,1
18328,5053279,0,202500.0,4,4,1,1,43,0,1,0,4,2,0,1,1,1
18329,5053280,0,202500.0,4,4,1,1,43,0,1,0,4,2,1,1,1,1
18330,5053281,0,202500.0,4,4,1,1,43,0,1,0,4,2,0,1,1,1
18331,5053282,0,202500.0,4,4,1,1,43,0,1,0,4,2,0,1,1,1
18332,5053285,0,202500.0,4,4,1,1,43,0,1,0,4,2,0,1,1,1
18333,5053286,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18334,5053287,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18335,5053288,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18336,5053289,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18337,5053290,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18338,5053291,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18339,5053292,0,148500.0,4,4,1,1,33,0,0,0,8,2,0,1,0,1
18342,5053293,0,76500.0,1,4,1,2,56,0,0,0,18,2,0,0,0,1
18343,5053294,0,76500.0,1,4,1,2,56,0,0,0,18,2,0,0,0,1
18344,5053295,0,76500.0,1,4,1,2,56,0,0,0,18,2,0,0,0,1
18345,5053296,0,76500.0,1,4,1,2,56,0,0,0,18,2,0,0,0,1
18346,5053297,0,76500.0,1,4,1,2,56,0,0,0,18,2,0,0,0,1
18347,5053298,0,76500.0,1,4,1,2,56,0,0,0,18,2,0,0,0,1
18348,5053299,0,135000.0,1,4,1,1,65,0,0,0,18,2,0,1,1,1
18349,5053301,0,157500.0,4,4,1,1,45,0,0,0,8,2,0,1,1,0
18350,5053302,2,90000.0,4,1,1,1,45,0,0,0,16,4,0,1,1,1
18351,5053303,1,67500.0,4,4,1,1,44,0,0,0,18,3,0,0,0,0
18352,5053306,1,135000.0,4,4,1,1,55,0,0,0,4,3,0,1,0,0
18354,5053307,0,112500.0,1,4,4,1,63,0,0,0,18,1,0,1,0,1
18355,5053308,0,135000.0,1,1,1,1,65,0,1,0,18,2,0,0,0,1
18356,5053310,0,135000.0,1,1,1,1,65,0,1,0,18,2,0,0,0,1
18357,5053311,0,135000.0,1,1,1,1,65,0,1,0,18,2,0,0,0,1
18358,5053314,1,126000.0,4,4,1,1,37,0,0,0,18,3,0,0,0,1
18359,5053315,1,126000.0,4,4,1,1,37,0,0,0,18,3,0,0,0,1
18360,5053316,1,126000.0,4,4,1,1,37,0,0,0,18,3,0,0,0,1
18361,5053317,1,126000.0,4,4,1,1,37,0,0,0,18,3,0,0,0,1
18362,5053320,0,153000.0,1,4,4,1,58,0,0,0,18,1,0,0,0,1
18363,5053325,1,180000.0,4,4,1,1,46,0,1,0,16,3,0,0,0,1
18364,5053326,1,180000.0,4,4,1,1,46,0,1,0,16,3,1,0,0,1
18365,5053328,0,180000.0,4,4,1,1,36,0,0,0,4,2,0,1,1,1
18366,5053329,0,180000.0,4,4,1,1,36,0,0,0,4,2,0,1,1,1
18367,5053330,0,180000.0,4,4,1,1,36,0,0,0,4,2,0,1,1,1
18368,5053331,0,180000.0,4,4,1,1,36,0,0,0,4,2,0,1,1,1
18369,5053332,0,180000.0,4,4,1,1,36,0,0,0,4,2,0,1,1,1
18371,5053333,1,135000.0,4,4,1,1,49,0,0,0,18,3,0,0,0,0
18372,5053336,1,135000.0,4,4,1,1,49,0,0,0,18,3,0,0,0,0
18373,5053337,1,135000.0,4,4,1,1,49,0,0,0,18,3,0,0,0,0
18374,5053338,1,135000.0,4,4,1,1,49,0,0,0,18,3,0,0,0,0
18375,5053339,1,135000.0,4,4,1,1,49,0,0,0,18,3,0,0,0,0
18376,5053340,1,135000.0,4,4,1,1,49,0,0,0,18,3,0,0,0,0
18377,5053344,0,103500.0,0,4,1,2,24,1,0,0,9,2,0,1,1,0
18379,5053345,0,247500.0,0,4,1,1,49,0,0,0,4,2,1,0,1,1
18380,5053346,0,247500.0,0,4,1,1,49,0,0,0,4,2,0,0,1,1
18381,5053347,0,247500.0,0,4,1,1,49,0,0,0,4,2,0,0,1,1
18382,5053348,0,247500.0,0,4,1,1,49,0,0,0,4,2,0,0,1,1
18383,5053349,0,112500.0,4,4,1,1,30,0,1,0,2,2,1,0,1,1
18384,5053354,0,225000.0,4,4,1,1,50,0,0,0,8,2,0,0,1,0
18385,5053355,0,225000.0,4,4,1,1,50,0,0,0,8,2,0,0,1,0
18387,5053357,0,171000.0,0,4,1,1,55,0,0,0,1,2,0,0,0,1
18388,5053359,0,171000.0,0,4,1,1,55,0,0,0,1,2,0,0,0,1
18389,5053360,0,171000.0,0,4,1,1,55,0,0,0,1,2,0,0,0,1
18390,5053362,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18391,5053363,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18392,5053364,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18393,5053365,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18394,5053366,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18395,5053367,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18396,5053368,0,238500.0,4,1,1,1,56,1,1,0,14,2,0,0,0,1
18398,5053369,2,135000.0,0,4,1,1,36,0,0,0,18,4,0,0,0,1
18399,5053372,0,135000.0,0,4,1,1,30,0,0,0,10,2,0,0,0,1
18400,5053373,0,135000.0,0,4,1,1,30,0,0,0,10,2,0,0,0,1
18401,5053374,0,135000.0,0,4,1,1,30,0,0,0,10,2,0,0,0,1
18402,5053375,0,180000.0,4,4,3,1,38,0,0,0,8,1,0,0,1,1
18403,5053376,0,180000.0,4,4,3,1,38,0,0,0,8,1,0,0,1,1
18405,5053380,0,157500.0,4,4,0,1,57,1,1,0,8,2,0,0,0,1
18406,5053382,0,157500.0,4,4,0,1,57,1,1,0,8,2,0,0,0,1
18407,5053383,2,247500.0,4,2,1,1,36,0,0,0,4,4,0,1,1,1
18408,5053384,2,247500.0,4,2,1,1,36,0,0,0,4,4,0,1,1,1
18409,5053385,2,247500.0,4,2,1,1,36,0,0,0,4,4,0,1,1,1
18410,5053386,2,247500.0,4,2,1,1,36,0,0,0,4,4,1,1,1,1
18411,5053387,2,247500.0,4,2,1,1,36,0,0,0,4,4,0,1,1,1
18412,5053388,0,135000.0,4,4,0,1,45,0,0,1,10,2,0,0,0,1
18413,5053389,0,135000.0,4,4,0,1,45,0,0,1,10,2,0,0,0,1
18414,5053392,0,135000.0,4,4,0,1,45,0,0,1,10,2,0,0,0,1
18415,5053395,0,135000.0,4,4,0,1,45,0,0,1,10,2,0,0,0,1
18416,5053396,0,135000.0,4,4,0,1,45,0,0,1,10,2,0,0,0,1
18417,5053397,0,135000.0,4,4,0,1,45,0,0,1,10,2,0,0,0,1
18418,5053399,0,157500.0,0,1,1,1,61,0,0,0,6,2,0,1,0,1
18419,5053400,0,157500.0,0,1,1,1,61,0,0,0,6,2,0,1,0,1
18420,5053402,0,180000.0,4,1,1,1,57,0,1,0,8,2,0,0,1,1
18421,5053403,0,292500.0,0,4,3,1,22,0,0,0,8,1,0,1,0,1
18422,5053404,0,157500.0,4,4,1,1,53,0,0,0,8,2,0,1,1,1
18423,5053405,0,157500.0,4,4,1,1,53,0,0,0,8,2,1,1,1,1
18424,5053406,0,112500.0,4,4,1,1,39,0,0,0,12,2,0,0,0,1
18425,5053407,0,112500.0,4,4,1,1,39,0,0,0,12,2,0,0,0,1
18426,5053408,0,81000.0,0,4,3,5,24,0,0,0,3,1,0,0,0,1
18427,5053409,0,81000.0,0,4,3,5,24,0,0,0,3,1,0,0,0,1
18428,5053410,0,81000.0,0,4,3,5,24,0,0,0,3,1,0,0,0,1
18430,5053411,0,270000.0,1,1,1,1,54,0,1,0,18,2,0,0,0,1
18431,5053412,0,270000.0,1,1,1,1,54,0,1,0,18,2,0,0,0,1
18432,5053414,0,270000.0,1,1,1,1,54,0,1,0,18,2,0,0,0,1
18433,5053416,0,270000.0,1,1,1,1,54,0,1,0,18,2,0,0,0,1
18434,5053418,0,270000.0,1,1,1,1,54,0,1,0,18,2,0,0,0,1
18435,5053419,0,112500.0,1,4,4,1,63,0,1,0,18,1,0,0,0,1
18436,5053420,0,112500.0,1,4,4,1,63,0,1,0,18,1,0,0,0,1
18437,5053421,0,112500.0,1,4,4,1,63,0,1,0,18,1,0,0,0,1
18438,5053422,2,180000.0,4,4,1,1,43,0,0,0,10,4,0,0,1,1
18439,5053423,2,180000.0,4,4,1,1,43,0,0,0,10,4,0,0,1,1
18440,5053425,2,180000.0,4,4,1,1,43,0,0,0,10,4,0,0,1,1
18441,5053426,2,180000.0,4,4,1,1,43,0,0,0,10,4,0,0,1,1
18443,5053429,1,247500.0,4,4,0,1,40,0,0,0,4,3,0,1,1,0
18444,5053430,1,247500.0,4,4,0,1,40,0,0,0,4,3,0,1,1,0
18445,5053434,1,247500.0,4,4,0,1,40,0,0,0,4,3,0,1,1,0
18446,5053436,0,270000.0,1,1,3,1,58,0,1,0,18,1,0,0,0,1
18447,5053437,0,270000.0,1,1,3,1,58,0,1,0,18,1,0,0,0,1
18448,5053438,0,112500.0,4,4,3,1,26,0,0,0,0,1,0,1,1,1
18449,5053439,0,112500.0,4,4,3,1,26,0,0,0,0,1,0,1,1,1
18450,5053440,0,112500.0,4,4,3,1,26,0,0,0,0,1,0,1,1,1
18451,5053441,0,112500.0,4,4,3,1,26,0,0,0,0,1,0,1,1,1
18452,5053445,1,135000.0,0,1,2,1,45,0,0,0,0,2,0,0,0,1
18453,5053446,1,135000.0,0,1,2,1,45,0,0,0,0,2,0,0,0,1
18454,5053447,1,135000.0,0,1,2,1,45,0,0,0,0,2,0,0,0,1
18455,5053454,0,135000.0,1,4,2,1,62,0,0,0,18,1,0,0,0,1
18456,5053455,0,135000.0,1,4,2,1,62,0,0,0,18,1,0,0,0,1
18457,5053456,0,135000.0,1,4,2,1,62,0,0,0,18,1,0,0,0,1
18458,5053457,0,135000.0,1,4,2,1,62,0,0,0,18,1,0,0,0,1
18459,5053458,0,135000.0,1,4,2,1,62,0,0,0,18,1,0,0,0,1
18460,5053459,0,135000.0,1,4,2,1,62,0,0,0,18,1,0,0,0,1
18461,5053461,0,369000.0,4,4,1,1,47,0,0,0,4,2,0,1,1,1
18462,5053462,0,369000.0,4,4,1,1,47,0,0,0,4,2,0,1,1,1
18463,5053463,0,369000.0,4,4,1,1,47,0,0,0,4,2,0,1,1,1
18464,5053464,0,369000.0,4,4,1,1,47,0,0,0,4,2,0,1,1,1
18466,5053466,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18467,5053467,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18468,5053468,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18469,5053469,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18470,5053470,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18471,5053471,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18472,5053472,0,112500.0,4,4,1,1,51,1,1,0,9,2,0,1,0,1
18475,5053473,0,351000.0,1,4,3,1,56,0,0,0,18,1,0,0,0,1
18476,5053474,0,351000.0,1,4,3,1,56,0,0,0,18,1,0,0,0,1
18477,5053475,0,351000.0,1,4,3,1,56,0,0,0,18,1,0,0,0,1
18478,5053476,0,351000.0,1,4,3,1,56,0,0,0,18,1,0,0,0,1
18479,5053477,0,351000.0,1,4,3,1,56,0,0,0,18,1,0,0,0,1
18480,5053478,0,157500.0,2,4,1,1,50,0,0,0,11,2,1,0,0,1
18481,5053480,0,157500.0,2,4,1,1,50,0,0,0,11,2,0,0,0,1
18482,5053482,0,157500.0,2,4,1,1,50,0,0,0,11,2,0,0,0,1
18483,5053483,0,157500.0,2,4,1,1,50,0,0,0,11,2,0,0,0,1
18484,5053484,0,157500.0,2,4,1,1,50,0,0,0,11,2,1,0,0,1
18485,5053485,0,157500.0,2,4,1,1,50,0,0,0,11,2,0,0,0,1
18486,5053486,0,157500.0,2,4,1,1,50,0,0,0,11,2,0,0,0,1
18487,5053487,0,157500.0,2,4,1,1,50,0,0,0,11,2,0,0,0,1
18490,5053488,0,90000.0,1,4,3,1,60,0,0,0,18,1,0,0,0,1
18491,5053489,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18492,5053490,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18493,5053491,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18494,5053492,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18495,5053493,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18496,5053494,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18497,5053495,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18498,5053496,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18499,5053497,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18500,5053498,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18501,5053499,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18502,5053500,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18503,5053501,1,112500.0,0,4,1,3,40,0,0,0,0,3,0,0,1,0
18504,5053503,0,292500.0,0,1,1,1,60,0,0,0,10,2,0,1,1,1
18505,5053505,0,292500.0,0,1,1,1,60,0,0,0,10,2,0,1,1,1
18506,5053506,0,292500.0,0,1,1,1,60,0,0,0,10,2,0,1,1,1
18507,5053507,0,292500.0,0,1,1,1,60,0,0,0,10,2,0,1,1,1
18508,5053508,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18509,5053509,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18510,5053510,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18511,5053511,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18512,5053512,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18513,5053513,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18514,5053514,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18515,5053515,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18516,5053516,4,157500.0,4,1,1,1,31,0,0,0,10,6,0,1,1,1
18517,5053517,0,225000.0,0,4,1,2,40,0,0,0,12,2,0,0,1,1
18518,5053519,0,225000.0,0,4,1,2,40,0,0,0,12,2,0,0,1,1
18519,5053520,0,112500.0,4,4,1,1,40,0,1,0,10,2,0,0,0,1
18520,5053521,0,112500.0,4,4,1,1,40,0,1,0,10,2,1,0,0,1
